airport	date	max_temp	min_temp
Heathrow	1955-6-01	20	11.1
Heathrow	1955-7-01	24.4	13.1
Heathrow	1955-8-01	24.3	13.6
Heathrow	1955-9-01	19.9	9.9
Heathrow	1955-10-01	13.5	5.3
Heathrow	1955-11-01	10.7	4.2
Heathrow	1955-12-01	9.5	2.3
Heathrow	1956-1-01	7	0.5
Heathrow	1956-2-01	2.9	-3.6
Heathrow	1956-3-01	11	2.7
Heathrow	1956-4-01	12.1	2.4
Heathrow	1956-5-01	19.1	7.1
Heathrow	1956-6-01	18.5	9.6
Heathrow	1956-7-01	20.9	12.8
Heathrow	1956-8-01	18.8	10.9
Heathrow	1956-9-01	19.2	11.7
Heathrow	1956-10-01	13.8	6
Heathrow	1956-11-01	9.3	2.5
Heathrow	1956-12-01	8.2	3.5
Heathrow	1957-1-01	8.7	2.7
Heathrow	1957-2-01	9	2.9
Heathrow	1957-3-01	13.9	5.7
Heathrow	1957-4-01	14.2	5.2
Heathrow	1957-5-01	16.2	6.5
Heathrow	1957-6-01	23.6	10.7
Heathrow	1957-7-01	22.5	13.8
Heathrow	1957-8-01	21.1	12.5
Heathrow	1957-9-01	17.6	10.1
Heathrow	1957-10-01	15.5	7.7
Heathrow	1957-11-01	9.4	4.3
Heathrow	1957-12-01	7.6	1
Heathrow	1958-1-01	6.8	0.9
Heathrow	1958-2-01	8.9	1.9
Heathrow	1958-3-01	8.1	1.1
Heathrow	1958-4-01	12.3	3.8
Heathrow	1958-5-01	17.3	7.8
Heathrow	1958-6-01	19.4	10.7
Heathrow	1958-7-01	21.7	12.9
Heathrow	1958-8-01	20.8	13.1
Heathrow	1958-9-01	20	12.1
Heathrow	1958-10-01	14.9	8.3
Heathrow	1958-11-01	9.7	4.4
Heathrow	1958-12-01	8	2.7
Heathrow	1959-1-01	5.7	-1.1
Heathrow	1959-2-01	7.4	1.2
Heathrow	1959-3-01	11.9	4.4
Heathrow	1959-4-01	14.2	6.3
Heathrow	1959-5-01	18.7	8
Heathrow	1959-6-01	22.1	11.1
Heathrow	1959-7-01	24.7	13.3
Heathrow	1959-8-01	24.2	13.7
Heathrow	1959-9-01	22.7	10.6
Heathrow	1959-10-01	17.8	8.5
Heathrow	1959-11-01	10.8	3.5
Heathrow	1959-12-01	9.3	3
Heathrow	1960-1-01	6.9	1.8
Heathrow	1960-2-01	7.9	1.6
Heathrow	1960-3-01	10.2	4.5
Heathrow	1960-4-01	14.3	4.6
Heathrow	1960-5-01	18.4	9.3
Heathrow	1960-6-01	22.1	12.1
Heathrow	1960-7-01	20.1	12.4
Heathrow	1960-8-01	20.3	11.8
Heathrow	1960-9-01	18.5	10.5
Heathrow	1960-10-01	14.2	8.2
Heathrow	1960-11-01	11.2	4.5
Heathrow	1960-12-01	6.9	2.1
Heathrow	1961-1-01	6.9	1.2
Heathrow	1961-2-01	10.3	4.9
Heathrow	1961-3-01	13.9	2.9
Heathrow	1961-4-01	15	7.1
Heathrow	1961-5-01	16.8	7.4
Heathrow	1961-6-01	21.7	10.5
Heathrow	1961-7-01	22.1	12.1
Heathrow	1961-8-01	21.7	12.6
Heathrow	1961-9-01	20.9	12
Heathrow	1961-10-01	15.6	7.6
Heathrow	1961-11-01	9.9	3.5
Heathrow	1961-12-01	6.8	0.2
Heathrow	1962-1-01	7.9	1.2
Heathrow	1962-2-01	7.6	1.4
Heathrow	1962-3-01	7.4	-0.6
Heathrow	1962-4-01	12.7	4.7
Heathrow	1962-5-01	15	7.1
Heathrow	1962-6-01	20.4	9.4
Heathrow	1962-7-01	20.6	12.1
Heathrow	1962-8-01	20	11.6
Heathrow	1962-9-01	17.8	9.6
Heathrow	1962-10-01	15.7	7.1
Heathrow	1962-11-01	9.1	3.2
Heathrow	1962-12-01	5	-1.1
Heathrow	1963-1-01	0.8	-4.6
Heathrow	1963-2-01	2.8	-2.2
Heathrow	1963-3-01	10.7	3
Heathrow	1963-4-01	13.6	5.7
Heathrow	1963-5-01	16	6.9
Heathrow	1963-6-01	20.8	11.3
Heathrow	1963-7-01	21.1	11.9
Heathrow	1963-8-01	19.8	11.7
Heathrow	1963-9-01	18	10.1
Heathrow	1963-10-01	14.8	8.2
Heathrow	1963-11-01	11.8	6
Heathrow	1963-12-01	5.4	0
Heathrow	1964-1-01	5.8	0.4
Heathrow	1964-2-01	7.6	2
Heathrow	1964-3-01	7.6	2.6
Heathrow	1964-4-01	12.8	5.4
Heathrow	1964-5-01	19.6	9.8
Heathrow	1964-6-01	19.3	11.2
Heathrow	1964-7-01	22.8	13.5
Heathrow	1964-8-01	22.3	12.7
Heathrow	1964-9-01	21.1	10.6
Heathrow	1964-10-01	13.7	5.3
Heathrow	1964-11-01	11.2	5.3
Heathrow	1964-12-01	7.1	0.9
Heathrow	1965-1-01	6.6	1
Heathrow	1965-2-01	5.9	0.9
Heathrow	1965-3-01	10.5	2.2
Heathrow	1965-4-01	13.4	4.8
Heathrow	1965-5-01	16.8	8.6
Heathrow	1965-6-01	19.7	11
Heathrow	1965-7-01	19.3	11.7
Heathrow	1965-8-01	20.8	11.9
Heathrow	1965-9-01	17.4	9.2
Heathrow	1965-10-01	16.2	7.5
Heathrow	1965-11-01	8.4	2.2
Heathrow	1965-12-01	8.4	1.7
Heathrow	1966-1-01	5.3	1
Heathrow	1966-2-01	9.3	4.4
Heathrow	1966-3-01	10.9	2.6
Heathrow	1966-4-01	12.2	5.4
Heathrow	1966-5-01	17	7.5
Heathrow	1966-6-01	21.8	12.2
Heathrow	1966-7-01	20.1	12.2
Heathrow	1966-8-01	20.6	11.6
Heathrow	1966-9-01	19.6	10.8
Heathrow	1966-10-01	14.7	8.6
Heathrow	1966-11-01	8.8	2.9
Heathrow	1966-12-01	9.3	2.2
Heathrow	1967-1-01	7.3	2.1
Heathrow	1967-2-01	9.3	2.6
Heathrow	1967-3-01	11.6	3.7
Heathrow	1967-4-01	12.5	4.4
Heathrow	1967-5-01	15.6	7.8
Heathrow	1967-6-01	20.1	10.3
Heathrow	1967-7-01	23.5	13.8
Heathrow	1967-8-01	21.5	12.7
Heathrow	1967-9-01	18.5	11.1
Heathrow	1967-10-01	15	8.8
Heathrow	1967-11-01	9.7	2.6
Heathrow	1967-12-01	7.2	1.3
Heathrow	1968-1-01	7.2	1.3
Heathrow	1968-2-01	5.7	0.2
Heathrow	1968-3-01	11.1	3.5
Heathrow	1968-4-01	13.7	4.4
Heathrow	1968-5-01	15.4	7
Heathrow	1968-6-01	20.6	11.5
Heathrow	1968-7-01	20.7	12.6
Heathrow	1968-8-01	20.2	12.6
Heathrow	1968-9-01	18.8	11.6
Heathrow	1968-10-01	16.5	10.7
Heathrow	1968-11-01	9.5	4.8
Heathrow	1968-12-01	5.4	1
Heathrow	1969-1-01	8.9	3.4
Heathrow	1969-2-01	4.9	-0.9
Heathrow	1969-3-01	8	1.3
Heathrow	1969-4-01	13.6	3.9
Heathrow	1969-5-01	17.1	8.6
Heathrow	1969-6-01	20.6	10.2
Heathrow	1969-7-01	23.9	13.9
Heathrow	1969-8-01	21.8	13.6
Heathrow	1969-9-01	19.6	11.7
Heathrow	1969-10-01	18.2	9.9
Heathrow	1969-11-01	9.6	3.3
Heathrow	1969-12-01	6.1	1.4
Heathrow	1970-1-01	7.1	2.1
Heathrow	1970-2-01	7.2	0.8
Heathrow	1970-3-01	8.1	0.7
Heathrow	1970-4-01	11.4	3.7
Heathrow	1970-5-01	19.2	9.2
Heathrow	1970-6-01	23.6	12.7
Heathrow	1970-7-01	21.3	12.3
Heathrow	1970-8-01	22.3	13
Heathrow	1970-9-01	20.3	11.4
Heathrow	1970-10-01	15.7	8.1
Heathrow	1970-11-01	11.9	5.5
Heathrow	1970-12-01	7	1.7
Heathrow	1971-1-01	7.8	2.8
Heathrow	1971-2-01	8.6	1.9
Heathrow	1971-3-01	9.1	2.3
Heathrow	1971-4-01	12.2	4.8
Heathrow	1971-5-01	18.1	8.2
Heathrow	1971-6-01	17.8	10.1
Heathrow	1971-7-01	24.1	13.8
Heathrow	1971-8-01	21.3	13.5
Heathrow	1971-9-01	20.7	10.2
Heathrow	1971-10-01	17.2	8.1
Heathrow	1971-11-01	10.4	3
Heathrow	1971-12-01	9.3	4.5
Heathrow	1972-1-01	6.9	2.1
Heathrow	1972-2-01	7.9	2.6
Heathrow	1972-3-01	12.4	3.3
Heathrow	1972-4-01	12.9	5.7
Heathrow	1972-5-01	16	7.6
Heathrow	1972-6-01	17.5	9
Heathrow	1972-7-01	22.3	12.7
Heathrow	1972-8-01	21.8	12.1
Heathrow	1972-9-01	17.3	9
Heathrow	1972-10-01	15.6	8.5
Heathrow	1972-11-01	9.9	3.2
Heathrow	1972-12-01	9.4	3.5
Heathrow	1973-1-01	7.3	2
Heathrow	1973-2-01	8.1	0.7
Heathrow	1973-3-01	11.5	2.2
Heathrow	1973-4-01	12.5	3.9
Heathrow	1973-5-01	16.9	8.6
Heathrow	1973-6-01	21.9	11.6
Heathrow	1973-7-01	21.4	12.7
Heathrow	1973-8-01	23.7	13.8
Heathrow	1973-9-01	20.7	11.6
Heathrow	1973-10-01	13.9	6.1
Heathrow	1973-11-01	10.3	2.5
Heathrow	1973-12-01	8.6	2.1
Heathrow	1974-1-01	9.6	3.6
Heathrow	1974-2-01	9.2	3
Heathrow	1974-3-01	10.3	2.8
Heathrow	1974-4-01	14	4.7
Heathrow	1974-5-01	17	7.5
Heathrow	1974-6-01	20.1	10.6
Heathrow	1974-7-01	20.9	12.5
Heathrow	1974-8-01	21.5	12.1
Heathrow	1974-9-01	17.5	9.5
Heathrow	1974-10-01	11	5
Heathrow	1974-11-01	10.6	5
Heathrow	1974-12-01	11	5.6
Heathrow	1975-1-01	10.3	4.5
Heathrow	1975-2-01	9.3	1.9
Heathrow	1975-3-01	8.4	2.8
Heathrow	1975-4-01	13.3	5
Heathrow	1975-5-01	15.1	6.9
Heathrow	1975-6-01	21.8	10.4
Heathrow	1975-7-01	24.1	14.1
Heathrow	1975-8-01	25.9	15
Heathrow	1975-9-01	19.5	10.6
Heathrow	1975-10-01	14.4	7
Heathrow	1975-11-01	10.1	3.2
Heathrow	1975-12-01	7.6	1.5
Heathrow	1976-1-01	8.8	3
Heathrow	1976-2-01	7.8	2.3
Heathrow	1976-3-01	9.5	2
Heathrow	1976-4-01	13.7	4.3
Heathrow	1976-5-01	19.3	8.9
Heathrow	1976-6-01	25.5	13.7
Heathrow	1976-7-01	26.6	14.9
Heathrow	1976-8-01	25.1	13.2
Heathrow	1976-9-01	19	11.2
Heathrow	1976-10-01	14.9	8.8
Heathrow	1976-11-01	9.9	3.5
Heathrow	1976-12-01	5.6	-0.2
Heathrow	1977-1-01	6.1	0.8
Heathrow	1977-2-01	9.6	3.4
Heathrow	1977-3-01	11.2	4.5
Heathrow	1977-4-01	12.2	4.1
Heathrow	1977-5-01	16.4	7.2
Heathrow	1977-6-01	17.4	9.6
Heathrow	1977-7-01	22.4	12.7
Heathrow	1977-8-01	20.3	13
Heathrow	1977-9-01	18	10.7
Heathrow	1977-10-01	16.3	9
Heathrow	1977-11-01	10.4	4.6
Heathrow	1977-12-01	9.2	4.1
Heathrow	1978-1-01	6.7	0.7
Heathrow	1978-2-01	6.2	0.7
Heathrow	1978-3-01	11.3	3.5
Heathrow	1978-4-01	10.7	3.9
Heathrow	1978-5-01	17.2	7.9
Heathrow	1978-6-01	19.7	10.7
Heathrow	1978-7-01	20.5	12.7
Heathrow	1978-8-01	20.7	12.1
Heathrow	1978-9-01	20.1	10.8
Heathrow	1978-10-01	17.1	8.4
Heathrow	1978-11-01	12.6	6.2
Heathrow	1978-12-01	7.8	2.6
Heathrow	1979-1-01	3.8	-2.6
Heathrow	1979-2-01	4.5	-0.4
Heathrow	1979-3-01	9.2	2
Heathrow	1979-4-01	12.7	4.8
Heathrow	1979-5-01	15.9	7.2
Heathrow	1979-6-01	19	11.1
Heathrow	1979-7-01	22.5	13.4
Heathrow	1979-8-01	21	12.2
Heathrow	1979-9-01	19.6	10.3
Heathrow	1979-10-01	16.4	8.8
Heathrow	1979-11-01	10.8	3.5
Heathrow	1979-12-01	9.2	3.9
Heathrow	1980-1-01	6	-0.1
Heathrow	1980-2-01	9.9	2.9
Heathrow	1980-3-01	9	2.4
Heathrow	1980-4-01	14	5.4
Heathrow	1980-5-01	17.3	7.4
Heathrow	1980-6-01	19.8	10.9
Heathrow	1980-7-01	19.7	11.9
Heathrow	1980-8-01	21.9	13.3
Heathrow	1980-9-01	20.1	12
Heathrow	1980-10-01	14	5.8
Heathrow	1980-11-01	9.3	4.5
Heathrow	1980-12-01	8.9	2.7
Heathrow	1981-1-01	8.1	2
Heathrow	1981-2-01	7.1	-0.1
Heathrow	1981-3-01	11.8	6.5
Heathrow	1981-4-01	12.9	4.9
Heathrow	1981-5-01	16.1	8.4
Heathrow	1981-6-01	18.5	10.4
Heathrow	1981-7-01	22	12.8
Heathrow	1981-8-01	22.8	13
Heathrow	1981-9-01	20.3	11.3
Heathrow	1981-10-01	12.9	5.8
Heathrow	1981-11-01	11.5	5.1
Heathrow	1981-12-01	4.4	-1.5
Heathrow	1982-1-01	6.9	0.4
Heathrow	1982-2-01	8.4	2.4
Heathrow	1982-3-01	11.1	2.5
Heathrow	1982-4-01	14.3	5
Heathrow	1982-5-01	18	7.6
Heathrow	1982-6-01	21.5	12.8
Heathrow	1982-7-01	22.7	13.4
Heathrow	1982-8-01	22.2	12.9
Heathrow	1982-9-01	20.8	11.1
Heathrow	1982-10-01	14.1	7.8
Heathrow	1982-11-01	11.4	6.2
Heathrow	1982-12-01	8.2	1.9
Heathrow	1983-1-01	10	4.3
Heathrow	1983-2-01	5.5	-0.5
Heathrow	1983-3-01	10.8	3
Heathrow	1983-4-01	12.4	3.6
Heathrow	1983-5-01	15.6	7.5
Heathrow	1983-6-01	20.8	11.4
Heathrow	1983-7-01	27.6	16
Heathrow	1983-8-01	24.5	13.8
Heathrow	1983-9-01	19.3	11.3
Heathrow	1983-10-01	15.1	7.6
Heathrow	1983-11-01	11.3	5.5
Heathrow	1983-12-01	9.2	2.7
Heathrow	1984-1-01	8	1.4
Heathrow	1984-2-01	7.4	1.3
Heathrow	1984-3-01	8.9	2.5
Heathrow	1984-4-01	14.6	3.9
Heathrow	1984-5-01	14.9	6.8
Heathrow	1984-6-01	21.3	11.3
Heathrow	1984-7-01	24.2	12.9
Heathrow	1984-8-01	24.4	14.2
Heathrow	1984-9-01	18.6	11
Heathrow	1984-10-01	15.8	8.5
Heathrow	1984-11-01	12.2	6.4
Heathrow	1984-12-01	8.7	2.8
Heathrow	1985-1-01	4.1	-1.8
Heathrow	1985-2-01	6.3	0.1
Heathrow	1985-3-01	9.4	1.3
Heathrow	1985-4-01	14	5.3
Heathrow	1985-5-01	16.4	8.2
Heathrow	1985-6-01	18.5	9.9
Heathrow	1985-7-01	22.9	13.2
Heathrow	1985-8-01	20.3	11.9
Heathrow	1985-9-01	20.6	11.4
Heathrow	1985-10-01	16.1	8.8
Heathrow	1985-11-01	8.1	1.2
Heathrow	1985-12-01	10	5.2
Heathrow	1986-1-01	7.2	1
Heathrow	1986-2-01	1.7	-2.7
Heathrow	1986-3-01	10.1	1.8
Heathrow	1986-4-01	10.9	3.2
Heathrow	1986-5-01	16.3	7.9
Heathrow	1986-6-01	21.8	11.4
Heathrow	1986-7-01	22.6	13.3
Heathrow	1986-8-01	20	11.5
Heathrow	1986-9-01	17.4	8.1
Heathrow	1986-10-01	16.4	8.5
Heathrow	1986-11-01	12.1	5.2
Heathrow	1986-12-01	9.7	3.2
Heathrow	1987-1-01	3.6	-1
Heathrow	1987-2-01	7.7	1.4
Heathrow	1987-3-01	8.5	1.4
Heathrow	1987-4-01	15.8	6.7
Heathrow	1987-5-01	16.3	7
Heathrow	1987-6-01	18.6	10.6
Heathrow	1987-7-01	21.8	13.2
Heathrow	1987-8-01	21.8	12.5
Heathrow	1987-9-01	19.3	11.4
Heathrow	1987-10-01	15	7.7
Heathrow	1987-11-01	9.8	4.2
Heathrow	1987-12-01	8.9	4.1
Heathrow	1988-1-01	8.8	3.1
Heathrow	1988-2-01	8.7	1.8
Heathrow	1988-3-01	10.7	3.7
Heathrow	1988-4-01	13.5	5.1
Heathrow	1988-5-01	18	9.1
Heathrow	1988-6-01	19.7	11.3
Heathrow	1988-7-01	20	12.2
Heathrow	1988-8-01	21.8	12.4
Heathrow	1988-9-01	18.8	10.8
Heathrow	1988-10-01	15.5	8.5
Heathrow	1988-11-01	9.9	1.8
Heathrow	1988-12-01	10.4	4.8
Heathrow	1989-1-01	9.5	3.1
Heathrow	1989-2-01	10.2	2.6
Heathrow	1989-3-01	12.9	4.5
Heathrow	1989-4-01	11.5	4.3
Heathrow	1989-5-01	21	10
Heathrow	1989-6-01	22.1	11.4
Heathrow	1989-7-01	25.8	14.8
Heathrow	1989-8-01	24.2	13.1
Heathrow	1989-9-01	20.7	12.6
Heathrow	1989-10-01	17.1	9.7
Heathrow	1989-11-01	10.9	3.7
Heathrow	1989-12-01	9.4	4.2
Heathrow	1990-1-01	10.2	4.4
Heathrow	1990-2-01	11.7	5.3
Heathrow	1990-3-01	13.6	4.8
Heathrow	1990-4-01	14.6	4.2
Heathrow	1990-5-01	20.5	9
Heathrow	1990-6-01	19.5	10.8
Heathrow	1990-7-01	24.7	13.2
Heathrow	1990-8-01	26	14.7
Heathrow	1990-9-01	19.7	10
Heathrow	1990-10-01	16.9	9.6
Heathrow	1990-11-01	10.7	5.1
Heathrow	1990-12-01	7.6	2.5
Heathrow	1991-1-01	7.3	1.8
Heathrow	1991-2-01	5.4	-1.3
Heathrow	1991-3-01	12.5	5.3
Heathrow	1991-4-01	13.1	4.8
Heathrow	1991-5-01	15.7	7.7
Heathrow	1991-6-01	17.8	9.7
Heathrow	1991-7-01	23.2	14.4
Heathrow	1991-8-01	24.1	14.4
Heathrow	1991-9-01	21.4	11.5
Heathrow	1991-10-01	14.6	7.6
Heathrow	1991-11-01	10.6	4.2
Heathrow	1991-12-01	8.3	1.7
Heathrow	1992-1-01	7.5	2
Heathrow	1992-2-01	9.5	2.3
Heathrow	1992-3-01	11.8	4.9
Heathrow	1992-4-01	14	5.6
Heathrow	1992-5-01	21	10.2
Heathrow	1992-6-01	22.5	12.3
Heathrow	1992-7-01	22.5	14.2
Heathrow	1992-8-01	21.7	13.6
Heathrow	1992-9-01	18.9	11
Heathrow	1992-10-01	12.5	5.3
Heathrow	1992-11-01	12	4.8
Heathrow	1992-12-01	7.8	1.6
Heathrow	1993-1-01	10.3	3.5
Heathrow	1993-2-01	7.2	2.5
Heathrow	1993-3-01	11.8	3.3
Heathrow	1993-4-01	14.6	6.8
Heathrow	1993-5-01	18	8.8
Heathrow	1993-6-01	21.8	12.2
Heathrow	1993-7-01	21.6	12.6
Heathrow	1993-8-01	21.6	11.7
Heathrow	1993-9-01	17.5	9.8
Heathrow	1993-10-01	13	7
Heathrow	1993-11-01	8.8	2.4
Heathrow	1993-12-01	9.2	3.6
Heathrow	1994-1-01	9.3	2.8
Heathrow	1994-2-01	7.7	1.2
Heathrow	1994-3-01	12.3	5.1
Heathrow	1994-4-01	13.3	5.1
Heathrow	1994-5-01	16	8.2
Heathrow	1994-6-01	21.5	11.2
Heathrow	1994-7-01	26.2	15.2
Heathrow	1994-8-01	23	13.8
Heathrow	1994-9-01	17.8	10.8
Heathrow	1994-10-01	15.4	7.7
Heathrow	1994-11-01	13.6	8.4
Heathrow	1994-12-01	10.7	4
Heathrow	1995-1-01	8.9	2.2
Heathrow	1995-2-01	10.7	4.4
Heathrow	1995-3-01	11.2	2
Heathrow	1995-4-01	15	6.1
Heathrow	1995-5-01	19	8.2
Heathrow	1995-6-01	20.7	10.8
Heathrow	1995-7-01	26.3	15.2
Heathrow	1995-8-01	27	15.6
Heathrow	1995-9-01	19.2	10.7
Heathrow	1995-10-01	18.3	10.2
Heathrow	1995-11-01	12	5.1
Heathrow	1995-12-01	5.8	1
Heathrow	1996-1-01	7.2	3.1
Heathrow	1996-2-01	6.8	0.1
Heathrow	1996-3-01	8.6	2.1
Heathrow	1996-4-01	14.3	5.5
Heathrow	1996-5-01	15.1	5.9
Heathrow	1996-6-01	22.8	11.3
Heathrow	1996-7-01	24.2	13.2
Heathrow	1996-8-01	23.1	13.4
Heathrow	1996-9-01	19.2	10.7
Heathrow	1996-10-01	16.6	8.9
Heathrow	1996-11-01	10.5	2.7
Heathrow	1996-12-01	6.2	1.4
Heathrow	1997-1-01	5.5	0.2
Heathrow	1997-2-01	10.8	4
Heathrow	1997-3-01	13.8	5.3
Heathrow	1997-4-01	15.6	5.4
Heathrow	1997-5-01	18.7	8.5
Heathrow	1997-6-01	20.2	12.2
Heathrow	1997-7-01	23.5	13.9
Heathrow	1997-8-01	25.8	16.6
Heathrow	1997-9-01	20.9	11.8
Heathrow	1997-10-01	15.9	7.5
Heathrow	1997-11-01	12.5	6.2
Heathrow	1997-12-01	9.5	4.2
Heathrow	1998-1-01	9.2	3.5
Heathrow	1998-2-01	11.6	3.5
Heathrow	1998-3-01	12.1	5.7
Heathrow	1998-4-01	12.7	5.7
Heathrow	1998-5-01	19.6	10.2
Heathrow	1998-6-01	19.9	12
Heathrow	1998-7-01	21.4	13
Heathrow	1998-8-01	23.5	12.7
Heathrow	1998-9-01	20.4	12.7
Heathrow	1998-10-01	14.7	8.6
Heathrow	1998-11-01	9.6	3.4
Heathrow	1998-12-01	9.7	3.8
Heathrow	1999-1-01	9.4	3.8
Heathrow	1999-2-01	8.8	2.8
Heathrow	1999-3-01	12.2	5
Heathrow	1999-4-01	14.9	6.3
Heathrow	1999-5-01	19.1	10.2
Heathrow	1999-6-01	20.3	11
Heathrow	1999-7-01	24.9	14.3
Heathrow	1999-8-01	22.8	14
Heathrow	1999-9-01	21.3	13.2
Heathrow	1999-10-01	15.6	7.9
Heathrow	1999-11-01	11.3	5.9
Heathrow	1999-12-01	8.7	2.4
Heathrow	2000-1-01	8.6	2.4
Heathrow	2000-2-01	10.4	3.8
Heathrow	2000-3-01	12.1	4.9
Heathrow	2000-4-01	12.9	5.4
Heathrow	2000-5-01	18	9.6
Heathrow	2000-6-01	21	12.8
Heathrow	2000-7-01	21	12.8
Heathrow	2000-8-01	23.2	14
Heathrow	2000-9-01	20.1	12.5
Heathrow	2000-10-01	14.7	8.5
Heathrow	2000-11-01	11	4.5
Heathrow	2000-12-01	9	4.6
Heathrow	2001-1-01	7.1	1.8
Heathrow	2001-2-01	9.2	2.8
Heathrow	2001-3-01	9.5	3.8
Heathrow	2001-4-01	12.8	5.4
Heathrow	2001-5-01	18.8	9.1
Heathrow	2001-6-01	20.8	11.3
Heathrow	2001-7-01	24.3	14.5
Heathrow	2001-8-01	23.5	14.5
Heathrow	2001-9-01	18.1	10.8
Heathrow	2001-10-01	17.6	11.3
Heathrow	2001-11-01	11.3	4.4
Heathrow	2001-12-01	7.3	1.4
Heathrow	2002-1-01	9.5	3.5
Heathrow	2002-2-01	11.3	4.8
Heathrow	2002-3-01	12.4	5.1
Heathrow	2002-4-01	15.7	6.1
Heathrow	2002-5-01	17.3	9.4
Heathrow	2002-6-01	20.1	11.6
Heathrow	2002-7-01	22.3	13.5
Heathrow	2002-8-01	23.3	14.7
Heathrow	2002-9-01	20.3	11.5
Heathrow	2002-10-01	15.3	8.4
Heathrow	2002-11-01	12.4	7
Heathrow	2002-12-01	9	5.2
Heathrow	2003-1-01	8	2.3
Heathrow	2003-2-01	8.4	1.8
Heathrow	2003-3-01	13.6	4.4
Heathrow	2003-4-01	15.7	6.3
Heathrow	2003-5-01	18.2	9
Heathrow	2003-6-01	23.3	13.3
Heathrow	2003-7-01	24.2	14.7
Heathrow	2003-8-01	26.4	15.7
Heathrow	2003-9-01	21.9	10.8
Heathrow	2003-10-01	14.5	6.4
Heathrow	2003-11-01	12.6	6.7
Heathrow	2003-12-01	8.8	3.2
Heathrow	2004-1-01	8.8	3.1
Heathrow	2004-2-01	8.7	3.8
Heathrow	2004-3-01	10.8	3.9
Heathrow	2004-4-01	14.9	6.3
Heathrow	2004-5-01	18.2	9.5
